Order_ID,TAKEAWAY/SEATING/PICKUP,DATE,DAY,TIME,SERVER,ITEM,QUANTITY,PRICE,TOTAL,ALLERGIES,FOOD TYPE,WEEK NUMBER
143291,SEAT,11-07-2020,SATURDAY,11:30 AM,RETA D.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 4
143258,SEAT,11-07-2020,SATURDAY,9:21 AM,RETA D.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143310,SEAT,11-07-2020,SATURDAY,12:20 PM,ASHLEY C.,PANCAKES & EGGS,1,12,12,YES,BREAKFAST,WEEK 4
143310,SEAT,11-07-2020,SATURDAY,12:20 PM,ASHLEY C.,CINNAMON FRENCH TOAST,1,12,12,YES,BREAKFAST,WEEK 4
143310,SEAT,11-07-2020,SATURDAY,12:20 PM,ASHLEY C.,PAN SCRAMBLE,1,12,12,YES,BREAKFAST,WEEK 4
143310,SEAT,11-07-2020,SATURDAY,12:20 PM,ASHLEY C.,ITALIAN OMELETTE,1,12,12,YES,BREAKFAST,WEEK 4
143241,SEAT,11-07-2020,SATURDAY,7:34 AM,RETA D.,FAST FARE BREAKFAST,2,10,20,NO,BREAKFAST,WEEK 4
143312,TAKEAWAY,11-07-2020,SATURDAY,12:25 PM,ASHLEY C.,BEEF DIP SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 4
143312,TAKEAWAY,11-07-2020,SATURDAY,12:25 PM,ASHLEY C.,CAESAR SALAD,1,#N/A,#N/A,NO,#N/A,WEEK 4
143312,TAKEAWAY,11-07-2020,SATURDAY,12:25 PM,ASHLEY C.,CHICKEN ADD ON,1,6,6,NO,SIDE / ADD ON,WEEK 4
143285,SEAT,11-07-2020,SATURDAY,11:07 AM,RETA D.,PAN SCRAMBLE,2,12,24,NO,BREAKFAST,WEEK 4
143266,SEAT,11-07-2020,SATURDAY,10:11 AM,RETA D.,PANCAKES & EGGS,1,12,12,NO,BREAKFAST,WEEK 4
143322,SEAT,11-07-2020,SATURDAY,12:46 PM,RETA D.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143271,SEAT,11-07-2020,SATURDAY,10:26 AM,JILLIAN N.,WOR WONTON SOUP,1,8,8,NO,SOUP,WEEK 4
143271,SEAT,11-07-2020,SATURDAY,10:26 AM,JILLIAN N.,BUFFALO CHIC WRAPS,1,15,15,NO,SANDWHICHES,WEEK 4
143271,SEAT,11-07-2020,SATURDAY,10:26 AM,JILLIAN N.,SIDE GARDEN SALAD,1,1,1,NO,SIDE / ADD ON,WEEK 4
143271,SEAT,11-07-2020,SATURDAY,10:26 AM,JILLIAN N.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 4
143246,SEAT,11-07-2020,SATURDAY,7:59 AM,RETA D.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143246,SEAT,11-07-2020,SATURDAY,7:59 AM,RETA D.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 4
143272,SEAT,11-07-2020,SATURDAY,10:21 AM,RETA D.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143292,SEAT,11-07-2020,SATURDAY,11:34 AM,RETA D.,CHIC COBB SALAD,2,#N/A,#N/A,NO,#N/A,WEEK 4
143292,SEAT,11-07-2020,SATURDAY,11:34 AM,RETA D.,TWO EGGS ANY STYLE,2,12,24,NO,BREAKFAST,WEEK 4
143298,SEAT,11-07-2020,SATURDAY,11:56 AM,JILLIAN N.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 4
143259,SEAT,11-07-2020,SATURDAY,9:26 AM,RETA D.,BREAKFAST ON THE RUN,1,6,6,NO,BREAKFAST,WEEK 4
143259,SEAT,11-07-2020,SATURDAY,9:26 AM,RETA D.,PANCAKES & EGGS,1,12,12,NO,BREAKFAST,WEEK 4
143463,SEAT,11-07-2020,SATURDAY,7:55 PM,TAYLOR P,STICKY TOFFEE PUDDING,1,7,7,NO,DESSERTS,WEEK 4
143463,SEAT,11-07-2020,SATURDAY,7:55 PM,TAYLOR P,ICE CREAM,1,5,5,NO,DESSERTS,WEEK 4
143527,SEAT,12-07-2020,SUNDAY,9:12 AM,KAITLIN E.,BREAKFAST ON THE RUN,1,6,6,NO,BREAKFAST,WEEK 4
143527,SEAT,12-07-2020,SUNDAY,9:12 AM,KAITLIN E.,CINNAMON FRENCH TOAST,1,12,12,NO,BREAKFAST,WEEK 4
143527,SEAT,12-07-2020,SUNDAY,9:12 AM,KAITLIN E.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 4
143527,SEAT,12-07-2020,SUNDAY,9:12 AM,KAITLIN E.,EGGS BENEDICT,1,12,12,NO,BREAKFAST,WEEK 4
143607,SEAT,12-07-2020,SUNDAY,12:49 PM,ASHLEY C.,PAN SCRAMBLE,1,12,12,YES,BREAKFAST,WEEK 4
143517,SEAT,12-07-2020,SUNDAY,7:45 AM,ASHLEY C.,SOUP OF THE DAY,1,#N/A,#N/A,NO,#N/A,WEEK 4
143613,SEAT,12-07-2020,SUNDAY,1:15 PM,ASHLEY C.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 4
143534,SEAT,12-07-2020,SUNDAY,9:52 AM,KAITLIN E.,FAST FARE BREAKFAST,2,10,20,NO,BREAKFAST,WEEK 4
143513,SEAT,12-07-2020,SUNDAY,8:09 AM,ASHLEY C.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143548,SEAT,12-07-2020,SUNDAY,10:33 AM,ASHLEY C.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143533,SEAT,12-07-2020,SUNDAY,9:50 AM,ASHLEY C.,PAN SCRAMBLE,1,12,12,NO,BREAKFAST,WEEK 4
143533,SEAT,12-07-2020,SUNDAY,9:50 AM,ASHLEY C.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 4
142623,SEAT,12-07-2020,SUNDAY,1:58 PM,ASHLEY C.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 4
142623,SEAT,12-07-2020,SUNDAY,1:58 PM,ASHLEY C.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 4
143526,SEAT,12-07-2020,SUNDAY,8:55 AM,KAITLIN E.,SIDE OF HASHBROWNS,1,2,2,NO,SIDE / ADD ON,WEEK 4
143587,SEAT,12-07-2020,SUNDAY,12:37 PM,KAITLIN E.,PRIME RIB SLIDER,2,6,12,NO,STARTERS,WEEK 4
143587,SEAT,12-07-2020,SUNDAY,12:37 PM,KAITLIN E.,WOR WONTON SOUP,1,8,8,NO,SOUP,WEEK 4
143587,SEAT,12-07-2020,SUNDAY,12:37 PM,KAITLIN E.,SIDE OF FRIES,1,2,2,NO,SIDE / ADD ON,WEEK 4
143540,SEAT,12-07-2020,SUNDAY,10:15 AM,ASHLEY C.,PAN SCRAMBLE,1,12,12,NO,BREAKFAST,WEEK 4
143540,SEAT,12-07-2020,SUNDAY,10:15 AM,ASHLEY C.,SIDE OF TOAST ,1,1,1,NO,SIDE / ADD ON,WEEK 4
143540,SEAT,12-07-2020,SUNDAY,10:15 AM,ASHLEY C.,ADD AN EGG,2,4,8,NO,SIDE / ADD ON,WEEK 4
143546,SEAT,12-07-2020,SUNDAY,10:28 AM,KAITLIN E.,PANCAKES & EGGS,1,12,12,NO,BREAKFAST,WEEK 4
143546,SEAT,12-07-2020,SUNDAY,10:28 AM,KAITLIN E.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 4
143546,SEAT,12-07-2020,SUNDAY,10:28 AM,KAITLIN E.,SIDE OF SAUSAGE,1,3,3,NO,SIDE / ADD ON,WEEK 4
143571,SEAT,12-07-2020,SUNDAY,11:50 AM,KAITLIN E.,SOUP OF THE DAY,1,#N/A,#N/A,NO,#N/A,WEEK 4
143571,SEAT,12-07-2020,SUNDAY,11:50 AM,KAITLIN E.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 4
143571,SEAT,12-07-2020,SUNDAY,11:50 AM,KAITLIN E.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 4
143551,SEAT,12-07-2020,SUNDAY,10:38 AM,KAITLIN E.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143510,SEAT,12-07-2020,SUNDAY,6:49 AM,ASHLEY C.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143580,TAKEAWAY,12-07-2020,SUNDAY,12:08 PM,ASHLEY C.,COCONUT PRAWN CURRY,1,20,20,NO,RICE BOWLS AND PASTA,WEEK 4
143580,TAKEAWAY,12-07-2020,SUNDAY,12:08 PM,ASHLEY C.,GINGER BEEF,1,18,18,NO,RICE BOWLS AND PASTA,WEEK 4
143580,TAKEAWAY,12-07-2020,SUNDAY,12:08 PM,ASHLEY C.,CAESAR SALAD,1,#N/A,#N/A,NO,#N/A,WEEK 4
143513,SEAT,12-07-2020,SUNDAY,7:20 AM,ASHLEY C.,EGGS BENEDICT,1,12,12,NO,BREAKFAST,WEEK 4
143516,SEAT,12-07-2020,SUNDAY,7:39 AM,ASHLEY C.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143618,SEAT,12-07-2020,SUNDAY,1:25 PM,ASHLEY C.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143528,TAKEAWAY,12-07-2020,SUNDAY,9:14 AM,ASHLEY C.,BREAKFAST ON THE RUN,2,6,12,NO,BREAKFAST,WEEK 4
143528,TAKEAWAY,12-07-2020,SUNDAY,9:14 AM,ASHLEY C.,SIDE OF HASHBROWNS,2,2,4,NO,SIDE / ADD ON,WEEK 4
143556,SEAT,12-07-2020,SUNDAY,10:56 AM,ASHLEY C.,BREAKFAST TACOS,1,12,12,NO,BREAKFAST,WEEK 4
143556,SEAT,12-07-2020,SUNDAY,10:56 AM,ASHLEY C.,ADD AN EGG,2,4,8,NO,SIDE / ADD ON,WEEK 4
143556,SEAT,12-07-2020,SUNDAY,10:56 AM,ASHLEY C.,SIDE OF TOAST ,1,1,1,NO,SIDE / ADD ON,WEEK 4
143556,SEAT,12-07-2020,SUNDAY,10:56 AM,ASHLEY C.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 4
143556,SEAT,12-07-2020,SUNDAY,10:56 AM,ASHLEY C.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143563,SEAT,12-07-2020,SUNDAY,11:16 AM,DEE V.,CINNAMON FRENCH TOAST,1,12,12,NO,BREAKFAST,WEEK 4
143563,SEAT,12-07-2020,SUNDAY,11:16 AM,DEE V.,PAN SCRAMBLE,1,12,12,NO,BREAKFAST,WEEK 4
143563,SEAT,12-07-2020,SUNDAY,11:16 AM,DEE V.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143563,SEAT,12-07-2020,SUNDAY,11:16 AM,DEE V.,EGGS BENEDICT,2,12,24,NO,BREAKFAST,WEEK 4
143563,SEAT,12-07-2020,SUNDAY,11:16 AM,DEE V.,JR. COMBO,1,18,18,NO,JUNIOR MENU,WEEK 4
143560,SEAT,12-07-2020,SUNDAY,11:02 AM,KAITLIN E.,FAST FARE BREAKFAST,2,10,20,NO,BREAKFAST,WEEK 4
143777,SEAT,13-07-2020,MONDAY,11:43 AM,DEB D.,BLACKENED CHICKEN SALAD LARGE,1,18,18,NO,SALAD,WEEK 4
143777,SEAT,13-07-2020,MONDAY,11:43 AM,DEB D.,THAI PRAWN SALAD,1,#N/A,#N/A,NO,#N/A,WEEK 4
143838,SEAT,13-07-2020,MONDAY,2:10 PM,TAYLOR P,SALT & PEPPER PORK RIBS,1,14,14,NO,STARTERS,WEEK 4
143838,SEAT,13-07-2020,MONDAY,2:10 PM,TAYLOR P,CHIC COBB SALAD,1,#N/A,#N/A,NO,#N/A,WEEK 4
143974,SEAT,13-07-2020,MONDAY,12:33 PM,DEB D.,BEEF DIP SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 4
143974,SEAT,13-07-2020,MONDAY,12:33 PM,DEB D.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 4
143862,SEAT,13-07-2020,MONDAY,3:42 PM,TAYLOR P,SOUP OF THE DAY,1,#N/A,#N/A,NO,#N/A,WEEK 4
143862,SEAT,13-07-2020,MONDAY,3:42 PM,TAYLOR P,CHICKEN WINGS,1,14,14,NO,STARTERS,WEEK 4
143862,SEAT,13-07-2020,MONDAY,3:42 PM,TAYLOR P,JR. COMBO,2,18,36,NO,JUNIOR MENU,WEEK 4
143874,SEAT,13-07-2020,MONDAY,3:58 PM,EMILY D.,THAI PRAWN SALAD,1,#N/A,#N/A,NO,#N/A,WEEK 4
143872,SEAT,13-07-2020,MONDAY,3:52 PM,TAYLOR P,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143825,TAKEAWAY,13-07-2020,MONDAY,1:32 PM,DEB D.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 4
143845,SEAT,13-07-2020,MONDAY,2:26 PM,DEB D.,AHI TUNA POKE BOWL,1,21,21,NO,RICE BOWLS AND PASTA,WEEK 4
143890,SEAT,13-07-2020,MONDAY,4:31 PM,EMILY D.,FISH TACOS,1,14,14,NO,STARTERS,WEEK 4
143890,SEAT,13-07-2020,MONDAY,4:31 PM,EMILY D.,BUFFALO CHIC WRAPS,1,15,15,NO,SANDWHICHES,WEEK 4
143811,SEAT,13-07-2020,MONDAY,12:57 PM,GABRIELLA M.,WOR WONTON SOUP,1,8,8,NO,SOUP,WEEK 4
143811,SEAT,13-07-2020,MONDAY,12:57 PM,GABRIELLA M.,BUFFALO CHIC WRAPS,1,15,15,NO,SANDWHICHES,WEEK 4
143874,SEAT,13-07-2020,MONDAY,3:54 PM,EMILY D.,JR. COMBO,1,18,18,NO,JUNIOR MENU,WEEK 4
143792,SEAT,13-07-2020,MONDAY,12:22 PM,GABRIELLA M.,CHIC COBB SALAD,1,#N/A,#N/A,NO,#N/A,WEEK 4
143792,SEAT,13-07-2020,MONDAY,12:22 PM,GABRIELLA M.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 4
143770,TAKEAWAY,13-07-2020,MONDAY,11:28 AM,GABRIELLA M.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 4
143770,TAKEAWAY,13-07-2020,MONDAY,11:28 AM,GABRIELLA M.,EGGS BENEDICT,1,12,12,NO,BREAKFAST,WEEK 4
143867,SEAT,13-07-2020,MONDAY,4:14 PM,EMILY D.,SIDE VEGGIES & DIP,1,2,2,NO,SIDE / ADD ON,WEEK 4
143830,SEAT,13-07-2020,MONDAY,1:48 PM,RETA D.,SOUP OF THE DAY,1,#N/A,#N/A,NO,#N/A,WEEK 4
143854,SEAT,13-07-2020,MONDAY,3:01 PM,DEB D.,ASIAN CHIC LETTUCE WRAPS,1,14,14,NO,STARTERS,WEEK 4
143755,SEAT,13-07-2020,MONDAY,10:35 AM,DEB D.,BREAKFAST ON THE RUN,2,6,12,NO,BREAKFAST,WEEK 4
143755,SEAT,13-07-2020,MONDAY,10:35 AM,DEB D.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
143775,SEAT,13-07-2020,MONDAY,11:34 AM,DEB D.,AHI TUNA POKE BOWL,3,21,63,NO,RICE BOWLS AND PASTA,WEEK 4
143820,TAKEAWAY,13-07-2020,MONDAY,1:25 PM,RETA D.,GARLIC TOAST,1,1,1,NO,SIDE / ADD ON,WEEK 4
143820,TAKEAWAY,13-07-2020,MONDAY,1:25 PM,RETA D.,JAMBALYA,1,20,20,NO,RICE BOWLS AND PASTA,WEEK 4
143816,SEAT,13-07-2020,MONDAY,1:11 PM,DEB D.,SOUP OF THE DAY,1,#N/A,#N/A,NO,#N/A,WEEK 4
143806,SEAT,13-07-2020,MONDAY,12:45 PM,DEB D.,WOR WONTON SOUP,2,8,16,NO,SOUP,WEEK 4
143783,SEAT,13-07-2020,MONDAY,11:55 AM,GABRIELLA M.,JAMBALYA,1,20,20,NO,RICE BOWLS AND PASTA,WEEK 4
144228,SEAT,14-07-2020,TUESDAY,8:10 PM,BAILEY T.,AHI TUNA POKE BOWL,1,21,21,NO,RICE BOWLS AND PASTA,WEEK 4
144228,SEAT,14-07-2020,TUESDAY,8:10 PM,BAILEY T.,CHIC COBB SALAD,1,#N/A,#N/A,NO,#N/A,WEEK 4
144228,SEAT,14-07-2020,TUESDAY,8:10 PM,BAILEY T.,TEX MEX BEEF SALAD,1,#N/A,#N/A,NO,#N/A,WEEK 4
144228,SEAT,14-07-2020,TUESDAY,8:10 PM,BAILEY T.,MEN'S NIGHT FEATURE,1,30,30,NO,SPECIALS,WEEK 4
144237,SEAT,14-07-2020,TUESDAY,9:52 PM,JORDYN J.,FISH & CHIPS,1,#N/A,#N/A,NO,#N/A,WEEK 4
144237,SEAT,14-07-2020,TUESDAY,9:52 PM,JORDYN J.,JAMBALYA,1,20,20,NO,RICE BOWLS AND PASTA,WEEK 4
144237,SEAT,14-07-2020,TUESDAY,9:52 PM,JORDYN J.,BLACKENED CHICKEN SALAD LARGE,1,18,18,NO,SALAD,WEEK 4
144237,SEAT,14-07-2020,TUESDAY,9:52 PM,JORDYN J.,BEEF SHEPHERDS PIE,1,18,18,NO,ENTRÉE,WEEK 4
144216,SEAT,14-07-2020,TUESDAY,7:55 PM,JILLIAN N.,STEAK SANDWHICH,1,25,25,NO,SANDWHICHES,WEEK 4
144216,SEAT,14-07-2020,TUESDAY,7:55 PM,JILLIAN N.,TEX MEX BEEF SALAD,1,#N/A,#N/A,NO,#N/A,WEEK 4
144216,SEAT,14-07-2020,TUESDAY,7:55 PM,JILLIAN N.,BUTTER CHICKEN,1,20,20,NO,RICE BOWLS AND PASTA,WEEK 4
144229,SEAT,14-07-2020,TUESDAY,8:23 PM,JILLIAN N.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 4
144229,SEAT,14-07-2020,TUESDAY,8:23 PM,JILLIAN N.,CHICKEN WINGS,2,14,28,NO,STARTERS,WEEK 4
144159,TAKEAWAY,14-07-2020,TUESDAY,6:18 PM,KELLY K.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 4
144159,TAKEAWAY,14-07-2020,TUESDAY,6:18 PM,KELLY K.,SIDE OF FRIES,1,2,2,NO,SIDE / ADD ON,WEEK 4
144235,SEAT,14-07-2020,TUESDAY,9:26 PM,JORDYN J.,BEEF DIP SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 4
144235,SEAT,14-07-2020,TUESDAY,9:26 PM,JORDYN J.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 4
144235,SEAT,14-07-2020,TUESDAY,9:26 PM,JORDYN J.,BUFFALO CHIC WRAPS,1,15,15,NO,SANDWHICHES,WEEK 4
144235,SEAT,14-07-2020,TUESDAY,9:26 PM,JORDYN J.,CHICKEN PARMESAN,1,20,20,NO,RICE BOWLS AND PASTA,WEEK 4
144128,SEAT,14-07-2020,TUESDAY,5:26 PM,JILLIAN N.,JR. COMBO,2,18,36,NO,JUNIOR MENU,WEEK 4
144128,SEAT,14-07-2020,TUESDAY,5:27 PM,JILLIAN N.,FISH & CHIPS,2,#N/A,#N/A,NO,#N/A,WEEK 4
144128,SEAT,14-07-2020,TUESDAY,5:27 PM,JILLIAN N.,JR. COMBO,2,18,36,NO,JUNIOR MENU,WEEK 4
144202,SEAT,14-07-2020,TUESDAY,8:15 PM,ASHLEY C.,LEMON CRANBERRY CHEESE-CAKE,1,7,7,NO,DESSERTS,WEEK 4
144202,SEAT,14-07-2020,TUESDAY,8:15 PM,ASHLEY C.,MUD PIE,1,7,7,NO,DESSERTS,WEEK 4
144121,SEAT,14-07-2020,TUESDAY,4:54 PM,JILLIAN N.,FISH & CHIPS,2,#N/A,#N/A,NO,#N/A,WEEK 4
144121,SEAT,14-07-2020,TUESDAY,4:54 PM,JILLIAN N.,COCONUT PRAWN CURRY,1,20,20,NO,RICE BOWLS AND PASTA,WEEK 4
144121,SEAT,14-07-2020,TUESDAY,4:54 PM,JILLIAN N.,ASIAN CHIC LETTUCE WRAPS,1,14,14,NO,STARTERS,WEEK 4
144131,TAKEAWAY,14-07-2020,TUESDAY,5:33 PM,KELLY K.,FISH TACOS,1,14,14,NO,STARTERS,WEEK 4
144236,SEAT,14-07-2020,TUESDAY,9:37 PM,ASHLEY C.,CHICKEN PARMESAN,1,20,20,NO,RICE BOWLS AND PASTA,WEEK 4
144236,SEAT,14-07-2020,TUESDAY,9:37 PM,ASHLEY C.,BUFFALO CHIC WRAPS,1,15,15,NO,SANDWHICHES,WEEK 4
144229,SEAT,14-07-2020,TUESDAY,8:37 PM,JILLIAN N.,SOUP OF THE DAY,1,#N/A,#N/A,NO,#N/A,WEEK 4
144229,SEAT,14-07-2020,TUESDAY,8:37 PM,JILLIAN N.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 4
144229,SEAT,14-07-2020,TUESDAY,8:37 PM,JILLIAN N.,BUFFALO CHIC WRAPS,1,15,15,NO,SANDWHICHES,WEEK 4
144227,SEAT,14-07-2020,TUESDAY,8:15 PM,JORDYN J.,BUFFALO CHIC WRAPS,3,15,45,NO,SANDWHICHES,WEEK 4
144227,SEAT,14-07-2020,TUESDAY,8:15 PM,JORDYN J.,SIDE GARDEN SALAD,1,1,1,NO,SIDE / ADD ON,WEEK 4
144227,SEAT,14-07-2020,TUESDAY,8:15 PM,JORDYN J.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 4
144217,TAKEAWAY,14-07-2020,TUESDAY,8:03 PM,JORDYN J.,CHIC COBB SALAD,1,#N/A,#N/A,NO,#N/A,WEEK 4
144217,TAKEAWAY,14-07-2020,TUESDAY,8:03 PM,JORDYN J.,STEAK SANDWHICH,1,25,25,NO,SANDWHICHES,WEEK 4
144122,SEAT,14-07-2020,TUESDAY,4:58 PM,ASHLEY C.,JR. COMBO,1,18,18,NO,JUNIOR MENU,WEEK 4
144122,SEAT,14-07-2020,TUESDAY,4:58 PM,ASHLEY C.,CHICKEN GYOZA,1,14,14,NO,STARTERS,WEEK 4
144122,SEAT,14-07-2020,TUESDAY,4:58 PM,ASHLEY C.,BUFFALO CHIC WRAPS,1,15,15,NO,SANDWHICHES,WEEK 4
144197,SEAT,14-07-2020,TUESDAY,8:44 PM,JILLIAN N.,PRIME RIB SLIDER,2,6,12,NO,STARTERS,WEEK 4
144197,SEAT,14-07-2020,TUESDAY,8:44 PM,JILLIAN N.,CHICKEN GYOZA,1,14,14,NO,STARTERS,WEEK 4
144197,SEAT,14-07-2020,TUESDAY,8:44 PM,JILLIAN N.,BUFFALO CHIC WRAPS,1,15,15,NO,SANDWHICHES,WEEK 4
144205,SEAT,14-07-2020,TUESDAY,8:47 PM,JILLIAN N.,CHIC COBB SALAD,1,#N/A,#N/A,NO,#N/A,WEEK 4
144205,SEAT,14-07-2020,TUESDAY,8:47 PM,JILLIAN N.,SOUP OF THE DAY,1,#N/A,#N/A,NO,#N/A,WEEK 4
144205,SEAT,14-07-2020,TUESDAY,8:47 PM,JILLIAN N.,STRIPLOIN STEAK,1,29,29,NO,ENTRÉE,WEEK 4
144232,SEAT,14-07-2020,TUESDAY,8:52 PM,JORDYN J.,BLACKENED CHICKEN SALAD LARGE,1,18,18,NO,SALAD,WEEK 4
144232,SEAT,14-07-2020,TUESDAY,8:52 PM,JORDYN J.,WILLOW CLUB HOUSE SANDWHICH,2,15,30,NO,SANDWHICHES,WEEK 4
144230,SEAT,14-07-2020,TUESDAY,8:22 PM,JORDYN J.,SIDE GARDEN SALAD,2,1,2,NO,SIDE / ADD ON,WEEK 4
144230,SEAT,14-07-2020,TUESDAY,8:22 PM,JORDYN J.,AHI TUNA BURGER,1,18,18,NO,SANDWHICHES,WEEK 4
144230,SEAT,14-07-2020,TUESDAY,8:22 PM,JORDYN J.,AHI TUNA POKE BOWL,1,21,21,NO,RICE BOWLS AND PASTA,WEEK 4
144414,PICKUP,15-07-2020,WEDNESDAY,5:14 PM,TAYLOR P,FISH & CHIPS,1,#N/A,#N/A,NO,#N/A,WEEK 4
144254,SEAT,15-07-2020,WEDNESDAY,10:14 AM,DEB D.,CINNAMON FRENCH TOAST,1,12,12,NO,BREAKFAST,WEEK 4
144254,SEAT,15-07-2020,WEDNESDAY,10:14 AM,DEB D.,FAST FARE BREAKFAST,1,10,10,NO,BREAKFAST,WEEK 4
144254,SEAT,15-07-2020,WEDNESDAY,10:14 AM,DEB D.,ITALIAN OMELETTE,1,12,12,NO,BREAKFAST,WEEK 4
144339,SEAT,15-07-2020,WEDNESDAY,2:24 PM,DEB D.,SOUP OF THE DAY,1,#N/A,#N/A,NO,#N/A,WEEK 4
144395,SEAT,15-07-2020,WEDNESDAY,5:04 PM,ASHLEY C.,ASIAN CHIC LETTUCE WRAPS,1,14,14,NO,STARTERS,WEEK 4
144395,SEAT,15-07-2020,WEDNESDAY,4:47 PM,ASHLEY C.,BEEF SHEPHERDS PIE,1,18,18,NO,ENTRÉE,WEEK 4
144395,SEAT,15-07-2020,WEDNESDAY,4:47 PM,ASHLEY C.,JR. COMBO,1,18,18,NO,JUNIOR MENU,WEEK 4
144297,SEAT,15-07-2020,WEDNESDAY,12:24 PM,DEB D.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 4
144297,SEAT,15-07-2020,WEDNESDAY,12:24 PM,DEB D.,BUFFALO CHIC WRAPS,1,15,15,NO,SANDWHICHES,WEEK 4
144282,TAKEAWAY,15-07-2020,WEDNESDAY,11:57 AM,DEB D.,FISH TACOS,1,14,14,NO,STARTERS,WEEK 4
144396,PICKUP,15-07-2020,WEDNESDAY,4:52 PM,ASHLEY C.,JAMBALYA,1,20,20,NO,RICE BOWLS AND PASTA,WEEK 4
144396,PICKUP,15-07-2020,WEDNESDAY,4:52 PM,ASHLEY C.,SALT & PEPPER PORK RIBS,1,14,14,NO,STARTERS,WEEK 4
144396,PICKUP,15-07-2020,WEDNESDAY,4:52 PM,ASHLEY C.,WOR WONTON SOUP,1,8,8,NO,SOUP,WEEK 4
144311,TAKEAWAY,15-07-2020,WEDNESDAY,1:39 PM,DEE V.,PRIME RIB BURGER,1,17,17,NO,SANDWHICHES,WEEK 4
144283,TAKEAWAY,15-07-2020,WEDNESDAY,11:58 AM,DEB D.,WILLOW CLUB HOUSE SANDWHICH,1,15,15,NO,SANDWHICHES,WEEK 4
144283,TAKEAWAY,15-07-2020,WEDNESDAY,11:58 AM,DEB D.,SOUP OF THE DAY,1,#N/A,#N/A,NO,#N/A,WEEK 4
144289,SEAT,15-07-2020,WEDNESDAY,12:06 PM,DEE V.,TWO EGGS ANY STYLE,1,12,12,NO,BREAKFAST,WEEK 4
144289,SEAT,15-07-2020,WEDNESDAY,12:06 PM,DEE V.,ADD AN EGG,1,4,4,NO,SIDE / ADD ON,WEEK 4
144276,SEAT,15-07-2020,WEDNESDAY,12:04 PM,DEB D.,SOUP OF THE DAY,1,#N/A,#N/A,NO,#N/A,WEEK 4
144268,SEAT,15-07-2020,WEDNESDAY,11:18 AM,DEB D.,TWO EGGS ANY STYLE,2,12,24,NO,BREAKFAST,WEEK 4
144287,SEAT,15-07-2020,WEDNESDAY,12:13 PM,DEE V.,BEEF DIP SANDWHICH,3,15,45,NO,SANDWHICHES,WEEK 4
